Player,Team,GP,Pass Yds,Pass TD,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Return TD,Fum Lost,2PT,Tack,Ast,Int,Frc Fum,Fum Rec,Pass Def,POS
Eli Rogers,PIT,1.0,0.0,0.0,0.11,0.0,6.87,42.77,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
John Ross,CIN,1.0,0.0,0.0,10.49,0.01,22.1,235.79,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Curtis Samuel,CAR,1.0,0.0,0.0,87.44,2.01,40.44,466.32,4.27,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Emmanuel Sanders,DEN,0.0,28.0,1.0,53.0,1.0,71.0,868.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Mohamed Sanu,ATL,1.0,0.0,0.0,44.2,0.0,63.14,796.5,4.27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Da'Mari Scott,BUF,1.0,0.0,0.0,0.3,0.0,0.84,9.73,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Hunter Sharp,CIN,1.0,0.0,0.0,0.21,0.0,1.33,16.91,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tajae Sharpe,TEN,1.0,0.0,0.0,16.19,0.0,27.06,329.97,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Russell Shepard,NYG,0.0,0.0,0.0,0.0,0.0,11.0,195.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Sterling Shepard,NYG,1.0,0.0,0.0,25.01,0.0,65.75,857.35,4.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Trent Sherfield,ARI,1.0,0.0,0.0,0.32,0.0,19.3,221.2,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Cam Sims,WAS,1.0,0.0,0.0,0.26,0.0,0.65,7.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Matthew Slater,NE,1.0,0.0,0.0,0.37,0.0,0.39,5.23,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Torrey Smith,CAR,1.0,0.0,0.0,0.05,0.0,17.56,197.39,2.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tre'Quan Smith,NO,1.0,0.0,0.0,0.49,0.0,26.36,415.59,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Vyncint Smith,HOU,1.0,0.0,0.0,0.1,0.0,2.65,71.37,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
JuJu Smith-Schuster,PIT,1.0,0.0,0.0,14.14,0.0,112.09,1467.6,6.48,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Willie Snead,BAL,1.0,0.0,0.0,13.48,0.0,63.83,661.75,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Equanimeous St. Brown,GB,0.0,0.0,0.0,5.0,0.0,21.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Kenny Stills,MIA,1.0,0.0,0.0,0.21,0.0,35.81,562.51,6.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Rod Streater,CLE,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Courtland Sutton,DEN,1.0,0.0,0.0,0.22,0.02,44.62,733.95,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Ryan Switzer,PIT,1.0,0.0,0.0,22.92,0.0,37.12,272.25,1.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Auden Tate,CIN,1.0,0.0,0.0,0.07,0.0,3.5,27.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Golden Tate,PHI,1.0,0.0,0.0,34.98,0.0,73.5,801.4,4.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Taywan Taylor,TEN,1.0,0.0,0.0,0.97,0.0,38.05,506.93,1.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Trent Taylor,SF,1.0,0.0,0.0,0.03,0.0,24.96,220.65,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Adam Thielen,MIN,1.0,0.0,0.0,32.71,0.0,114.99,1402.56,9.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Demaryius Thomas,HOU,0.0,0.0,0.0,0.0,0.0,59.0,677.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Michael Thomas,NO,1.0,0.0,0.0,0.82,0.01,125.84,1453.12,9.46,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Mike Thomas,LA,13.0,0.0,0.0,0.34,0.0,3.28,54.41,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Deonte Thompson,BUF,0.0,0.0,0.0,0.0,0.0,17.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Jalen Tolliver,ARI,1.0,0.0,0.0,0.21,0.0,4.1,48.39,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Robert Tonyan,GB,1.0,0.0,0.0,0.03,0.0,3.31,73.57,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Laquon Treadwell,MIN,0.0,0.0,0.0,0.0,0.0,34.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Malik Turner,SEA,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Marquez Valdes-Scantling,GB,1.0,0.0,0.0,34.32,0.02,37.49,572.17,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Mike Wallace,PHI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Darren Waller,OAK,1.0,0.0,0.0,21.52,0.0,3.58,57.69,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
James Washington,PIT,1.0,0.0,0.0,0.03,0.0,14.08,167.39,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Sammy Watkins,KC,0.0,0.0,0.0,52.0,0.0,40.0,519.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Justin Watson,TB,1.0,0.0,0.0,0.06,0.0,1.16,7.96,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Dede Westbrook,JAX,1.0,0.0,0.0,102.86,0.07,66.94,757.03,5.29,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Kevin White,CHI,0.0,0.0,0.0,0.0,0.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tim White,BAL,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Chad Williams,ARI,1.0,0.0,0.0,0.46,0.0,14.82,146.59,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Mike Williams,LAC,1.0,0.0,0.0,40.09,1.0,40.25,634.17,9.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Terrance Williams,DAL,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Tyrell Williams,LAC,1.0,0.0,0.0,15.7,0.0,41.91,676.49,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Derrick Willies,CLE,0.0,0.0,0.0,0.0,0.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Albert Wilson,MIA,0.0,52.0,1.0,16.0,0.0,26.0,391.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Bobo Wilson,TB,1.0,0.0,0.0,0.84,0.0,3.87,46.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Robert Woods,LA,1.0,0.0,0.0,159.26,1.01,88.99,1264.44,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Jarius Wright,CAR,1.0,0.0,0.0,39.7,0.0,43.44,456.83,1.19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
Brandon Zylstra,MIN,1.0,0.0,0.0,0.44,0.0,1.23,27.65,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR
